,title,vote_average,vote_count,popularity
17212,Violent Saturday,6.7,15.0,1.21996
17213,Kung Fu Panda 2,6.7,1925.0,11.481921
17214,The Burglars,6.5,7.0,1.409302
17215,Gabriel Over the White House,5.9,6.0,1.0897540000000001
17216,Lynch,4.0,1.0,0.33460100000000004
17217,X-Men: First Class,7.1,5252.0,0.738633
17218,Submarine,7.4,452.0,7.346099000000001
17219,Crazy Safari,4.8,9.0,1.7498080000000003
17220,Tonight and Every Night,3.1,4.0,0.25760500000000003
17221,The Thief,5.8,9.0,0.9057459999999999
17222,Raffles,4.8,4.0,1.507843
17223,The Dark Angel,7.0,1.0,0.11704
17224,Brewster's Millions,5.2,5.0,0.810032
17225,The Patent Leather Kid,0.0,0.0,0.001402
17226,A Nightmare in Las Cruces,6.0,1.0,0.059294000000000006
17227,The Other Woman,6.0,131.0,6.212898
17228,The Last Dispatch,0.0,0.0,0.002368
17229,Brotherhood,7.1,21.0,2.587911
17230,American Grindhouse,6.8,20.0,9.201047
17231,Two Arabian Knights,0.0,0.0,0.38981
17232,Den enskilde medborgaren,4.5,2.0,0.105024
17233,Captive,7.7,7.0,0.783709
17234,Everything Must Go,6.0,210.0,4.779994
17235,Eyes of the Mothman,3.0,2.0,0.153558
17236,Red White & Blue,5.8,46.0,3.039909
17237,Beginners,6.8,353.0,6.726389999999999
17238,Super 8,6.6,2496.0,19.529911
17239,Lottery Ticket,5.7,56.0,6.720886
17240,Calvin Marshall,5.5,14.0,0.809801
17241,The Oath,7.6,8.0,0.66481
17242,Falling,5.7,3.0,0.447234
17243,Delbaran,6.5,2.0,0.10084299999999999
17244,Camp de Thiaroye,5.5,2.0,0.351527
17245,The Target Shoots First,8.0,1.0,0.128629
17246,The City Below,5.4,6.0,0.955198
17247,Chain Camera,0.0,0.0,0.001258
17248,Playing 'In the Company of Men',6.5,2.0,0.354604
17249,Then I Sentenced Them All to Death,6.8,4.0,0.036044
17250,Pale Flower,6.6,21.0,11.77327
17251,Santa Claus Has Blue Eyes,8.1,8.0,0.323573
17252,It Felt Like a Kiss,6.9,7.0,0.52541
17253,Interkosmos,6.0,2.0,0.074151
17254,After the Reconciliation,8.0,1.0,0.209425
17255,Matinée,6.3,2.0,0.654189
17256,The Year of Living Vicariously,5.0,1.0,0.037665
17257,A Sixth Part of the World,8.8,5.0,0.554905
17258,Curly Top,6.3,11.0,1.3251879999999998
17259,Envy,6.6,4.0,0.623099
17260,Private,7.8,4.0,0.41971400000000003
17261,A Very British Gangster,6.1,4.0,0.652756
17262,The Working Class Goes to Paradise,7.0,30.0,2.397549
17263,48 Shades,3.2,3.0,0.33321100000000003
17264,Daydream Nation,5.8,65.0,5.116632
17265,"Right On, Man!",5.0,4.0,0.244506
17266,The Chosen One,4.6,17.0,1.241028
17267,Bernie,7.2,47.0,3.144046
17268,Lucky Star,8.2,5.0,1.333157
17269,Araya,6.9,6.0,0.418088
17270,The Danube Exodus,10.0,1.0,0.036519
17271,Vääpeli Körmy - Taisteluni,4.0,2.0,0.072357
17272,Green Lantern,5.1,2551.0,13.985631
17273,"Ghidorah, the Three-Headed Monster",6.2,32.0,2.07226
17274,Vääpeli Körmy ja etelän hetelmät,3.0,3.0,1e-06
17275,"Bicicleta, Cullera, Poma",8.0,2.0,0.087917
17276,Elektra Luxx,4.7,49.0,4.118698999999999
17277,Mickey's Twice Upon a Christmas,7.1,58.0,5.512528
17278,Stricken,5.8,19.0,4.443755
17279,Net Worth,5.5,3.0,0.8035399999999999
17280,Cinema Verite,6.0,16.0,1.131682
17281,Yoo Hoo Mrs Goldberg,5.0,1.0,0.047875
17282,Mr. Popper's Penguins,5.7,775.0,15.214342000000002
17283,Bad Teacher,5.4,1634.0,7.3106860000000005
17284,Wives and Lovers,8.0,1.0,0.07938200000000001
17285,Why Did I Get Married Too?,6.1,29.0,2.5768150000000003
17286,The President's Lady,7.8,4.0,0.164909
17287,Suez,0.0,0.0,0.01209
17288,Meet Me in Las Vegas,5.0,1.0,0.123823
17289,Two Girls and a Sailor,4.5,3.0,0.128616
17290,Papa's Delicate Condition,6.0,1.0,0.666219
17291,Sundown,4.8,2.0,0.206076
17292,Storm Center,7.0,1.0,0.358537
17293,Transformers: Dark of the Moon,6.1,3351.0,4.5035050000000005
17294,Larry Crowne,5.7,369.0,10.778027999999999
17295,Score: A Hockey Musical,7.0,1.0,0.507532
17296,Your Highness,5.2,511.0,5.67375
17297,Hand Gun,6.0,1.0,0.662077
17298,YellowBrickRoad,4.9,54.0,2.554659
17299,Once Is Not Enough,6.7,3.0,0.20735100000000004
17300,When Ladies Meet,4.8,2.0,0.9483440000000001
17301,The Pride of St. Louis,7.0,1.0,0.080581
17302,The Prizefighter and the Lady,2.5,2.0,0.382382
17303,The Son of Monte Cristo,7.0,1.0,0.525543
17304,If I Were King,7.0,1.0,0.142013
17305,Judy Moody and the Not Bummer Summer,5.1,14.0,2.3213939999999997
17306,"Have Dreams, Will Travel",7.8,12.0,7.979102
17307,Kalamity,5.0,2.0,0.812938
17308,The Four-Faced Liar,4.9,18.0,0.7769510000000001
17309,A Lamp In The Dark: The Untold History of the Bible,3.3,2.0,0.076471
17310,King of Jazz,2.7,3.0,0.12465899999999999
17311,The Dolly Sisters,3.5,2.0,0.947421
17312,Seconds Apart,5.6,40.0,3.27105
17313,The Mattei Affair,6.2,10.0,0.049776
17314,The Scenic Route,5.4,5.0,0.803265
17315,"Run, Man, Run",5.1,8.0,1.29166
17316,Brushfires,5.0,1.0,0.037655
17317,Vääpeli Körmy ja vetenalaiset vehkeet,3.7,3.0,0.10732699999999999
17318,Armless,3.0,1.0,0.13761199999999998
17319,Life After People,6.9,24.0,2.0057169999999998
17320,The Spaghetti West,6.5,2.0,0.073602
17321,Too Big to Fail,6.9,53.0,3.363008
17322,The Bishop Murder Case,3.6,4.0,0.743953
17323,An Unexpected Love,6.3,4.0,0.578154
17324,Girl Play,5.6,5.0,0.47900200000000004
17325,Pekko ja Unissakävelijä,5.5,2.0,0.071764
17326,The Pelican Man,5.5,2.0,0.12010799999999999
17327,Train of Shadows,7.7,3.0,0.108385
17328,Shoppen,5.9,8.0,1.116079
17329,Apart from You,6.6,5.0,0.314355
17330,Every-Night Dreams,7.4,5.0,0.342271
17331,Living with Wolves,7.1,6.0,0.520346
17332,Meat Love,7.3,10.0,0.003013
17333,Lazybones,5.0,1.0,0.038661
17334,Film ist. 7-12,0.0,0.0,0.002353
17335,"Rita, Sue and Bob Too",5.9,18.0,1.662354
17336,For Heaven's Sake,5.8,5.0,0.308677
17337,Three Brothers,6.2,8.0,0.576493
17338,Die Frau des Frisörs,8.0,1.0,0.043028
17339,Human Failure,0.0,0.0,0.294095
17340,The Letter,5.0,1.0,0.070496
17341,Monsturd,4.3,3.0,0.110371
17342,Takers,6.1,399.0,7.000421
17343,Three,6.3,31.0,4.898882
17344,Route Irish,6.5,21.0,2.005383
17345,"Quo vadis, baby?",6.3,10.0,0.35975
17346,The Man of My Life,6.6,9.0,1.6920259999999998
17347,The Squall,0.0,0.0,0.409037
17348,Sergeant Körmy and the Marshall's Stick,3.3,4.0,0.001021
17349,Vääpeli Körmy ja kahtesti laukeava,4.5,2.0,0.07232899999999999
17350,Who Are the DeBolts? And Where Did They Get Nineteen Kids?,0.0,0.0,7.000000000000001e-06
17351,Street Without End,7.3,3.0,0.62533
17352,Marie-Jo and Her 2 Lovers,5.7,3.0,1.5600530000000001
17353,My Life as McDull,5.9,7.0,0.392253
17354,Broken Windows,4.2,3.0,0.5642199999999999
17355,"Cougars, Inc.",5.3,20.0,1.614276
17356,Strapped,6.1,17.0,1.307499
17357,Zookeeper,5.3,509.0,11.341084
17358,Horrible Bosses,6.4,2341.0,9.856955000000001
17359,Hunter Prey,5.4,42.0,2.25904
17360,See This Movie,0.0,0.0,0.006019
17361,Cars 2,5.8,2088.0,13.693001999999998
17362,King and Country,6.7,16.0,1.641172
17363,Guns at Batasi,7.2,9.0,7.938967999999999
17364,De Dana Dan,4.7,17.0,1.2484110000000002
17365,Savage Messiah,6.4,11.0,1.276455
17366,The Carey Treatment,7.7,3.0,0.447201
17367,Megan is Missing,5.4,63.0,2.770306
17368,In Her Skin,6.3,35.0,3.660025
17369,Possessed,5.6,7.0,1.123125
17370,Mondo Trasho,5.6,11.0,0.689076
17371,Swamp Water,5.4,11.0,0.458247
17372,The Mysterious Lady,7.5,6.0,0.76593
17373,The Ward,5.8,334.0,5.727987000000001
17374,Room for One More,4.8,8.0,0.74029
17375,Tapped,6.0,8.0,0.464271
17376,Page One: Inside the New York Times,7.1,20.0,1.373641
17377,Bright Victory,7.0,2.0,0.45733500000000005
17378,The Promise,6.0,1.0,0.21747600000000003
17379,On the Riviera,7.2,3.0,0.20228
17380,In Old Arizona,4.2,5.0,0.348543
17381,Between the Folds,7.3,9.0,1.19675
17382,Dreamkiller,5.0,1.0,0.035294
17383,Breaking Upwards,5.7,13.0,1.10475
17384,The Doorway to Hell,4.7,5.0,0.494331
17385,Anton Chekhov's The Duel,7.4,5.0,1.22775
17386,The Betrayed,5.3,11.0,1.668857
17387,Burn Notice: The Fall of Sam Axe,6.8,40.0,14.649159
17388,Murder in Coweta County,4.5,3.0,0.670724
17389,Door-to-Door Maniac,6.3,3.0,0.619492
17390,Red Like the Sky,7.3,10.0,0.9416479999999999
17391,Like You Know It All,6.0,6.0,0.26059299999999996
17392,"If I Want to Whistle, I Whistle",6.4,16.0,1.4981659999999999
17393,Mammuth,5.9,35.0,1.7442950000000002
17394,Gilles' Wife,5.0,1.0,0.20225
17395,The Waiting Room,6.8,3.0,0.20959499999999998
17396,I Am Curious (Blue),5.5,12.0,0.7326050000000001
17397,Suspicious River,6.0,2.0,0.7486430000000001
17398,A Perfect Day,6.6,19.0,1.8817549999999998
17399,Laws of Gravity,6.8,4.0,0.529245
17400,Elvis,6.4,15.0,2.034144
17401,Time Stood Still,5.5,2.0,0.072409
17402,200 MPH,3.7,13.0,1.023577
17403,Hot Coffee,7.5,19.0,0.718842
17404,To Sleep with Anger,5.6,7.0,0.83296
17405,Green Fish,6.8,17.0,1.368056
17406,Tiresia,5.6,5.0,0.6110369999999999
17407,Acadia Acadia?!?,0.0,0.0,0.25
17408,Killing Auntie,0.0,0.0,1.3000000000000001e-05
17409,Cornered,4.1,12.0,1.022576
17410,Love,6.4,7.0,0.624965
17411,Nouvelle Vague,5.9,7.0,2.2911029999999997
17412,Virgin Stripped Bare by Her Bachelors,7.1,7.0,0.805995
17413,Four Adventures of Reinette and Mirabelle,6.0,7.0,0.478024
17414,Hangtime,6.0,1.0,0.75515
17415,The Missing Star,6.6,8.0,1.116154
17416,Bikini Summer,4.5,2.0,0.001021
17417,Transistor Love Story,6.7,7.0,0.842766
17418,Mushi-Shi: The Movie,6.0,9.0,1.445941
17419,Double Dhamaal,4.4,7.0,1.387143
17420,"Happiness Is a Warm Blanket, Charlie Brown",6.5,16.0,1.785932
17421,Delhi Belly,7.0,39.0,1.932489
17422,Ballerina,0.0,0.0,0.0011769999999999999
17423,Heir To An Execution,0.0,0.0,0.002353
17424,And Then Came Lola,6.0,14.0,1.3196940000000001
17425,Snowblind,4.6,5.0,0.535184
17426,Welcome to Farewell-Gutmann,0.0,0.0,0.018925
17427,Clint Eastwood: Out of the Shadows,8.5,2.0,1.036699
17428,Education for Death,7.1,20.0,1.008346
17429,Upside Down: The Creation Records Story,7.2,3.0,0.111765
17430,Streets of Laredo,3.0,2.0,0.780833
17431,Mahler,5.7,11.0,1.352467
17432,Monte Carlo,6.0,611.0,8.34835
17433,Monogamy,3.5,2.0,0.375211
17434,Read It and Weep,5.3,44.0,3.627385
17435,Truth In 24,6.6,8.0,1.142239
17436,The Perfect Host,6.2,136.0,5.935839
17437,Harry Potter and the Deathly Hallows: Part 2,7.9,6141.0,24.990737
17438,Conan O'Brien Can't Stop,6.2,39.0,1.686871
17439,Drive,7.4,3832.0,15.388875
17440,Love Crime,6.4,29.0,2.440568
17441,Brink of Life,6.6,20.0,1.16503
17442,A Kind of Loving,7.9,12.0,0.720133
17443,Snow Flower and the Secret Fan,5.3,22.0,2.003832
17444,Captain America: The First Avenger,6.6,7174.0,19.323582000000002
17445,Far from Home,4.4,7.0,1.69302
17446,Girls in Prison,4.4,5.0,0.8232079999999999
17447,"Crazy, Stupid, Love.",7.0,2522.0,10.246172999999999
17448,"Eversmile, New Jersey",5.5,2.0,0.511066
17449,The Last Run,7.6,4.0,0.7264149999999999
17450,Trio,7.5,2.0,0.367819
17451,Flight Command,6.0,1.0,0.769266
17452,Cheers For Miss Bishop,6.5,2.0,0.442155
17453,The Buccaneer,8.0,2.0,0.201046
17454,One Day,7.0,1006.0,11.239011999999999
17455,35 and Ticking,5.3,10.0,1.6584290000000002
17456,The Poker House,6.1,47.0,3.248042
17457,Forget Me Not,5.0,66.0,4.458372
17458,Car Bpnus,0.0,0.0,0.0011769999999999999
17459,Feast of All Saints,4.4,4.0,0.731121
17460,Bombardier,5.3,3.0,0.574158
17461,Joan of Paris,5.8,2.0,0.16683699999999999
17462,Hurmaava joukkoitsemurha,5.0,3.0,0.110304
17463,Vice Squad,6.3,4.0,0.48816899999999996
17464,The Guard,6.8,378.0,11.256636
17465,Griff the Invisible,6.1,35.0,2.9308970000000003
17466,Quarantine 2: Terminal,4.8,121.0,4.520607
17467,Earth Days,0.0,0.0,0.005577
17468,Children,5.5,4.0,0.321128
17469,Winnie the Pooh,6.8,263.0,7.3576820000000005
17470,Peep World,5.2,18.0,1.185288
17471,The Woman,5.9,145.0,5.895968
17472,The Unholy Rollers,5.6,6.0,0.003013
17473,Dry Summer,7.5,4.0,0.7085819999999999
17474,Phantom,7.3,6.0,1.376588
17475,Frontier of the Dawn,5.9,10.0,0.6665840000000001
17476,Sombre,8.0,9.0,0.865784
17477,"Think Fast, Mr. Moto",6.2,8.0,3.997872
17478,No Impact Man,6.1,11.0,1.270889
17479,Beverly Hills Chihuahua 2,5.4,60.0,3.5808699999999996
17480,Wedding in Blood,6.0,11.0,0.772616
17481,The Goalie's Anxiety at the Penalty Kick,3.5,5.0,0.769053
17482,A Year Ago in Winter,6.3,8.0,0.875165
17483,"Electra, My Love",7.5,2.0,0.00195
17484,Indian Summer,8.0,12.0,1.5926930000000001
17485,A Married Couple,5.0,1.0,0.040663
17486,Betty,7.0,3.0,0.209852
17487,The New One-Armed Swordsman,6.3,13.0,0.768551
17488,Madeleine,6.8,3.0,0.9129200000000001
17489,Exodus,5.3,4.0,0.9777040000000001
17490,Nachbarinnen,6.0,1.0,0.147153
17491,Four Times,7.6,27.0,1.82925
17492,Park Row,7.0,4.0,0.148056
17493,The Sleeping Beauty,3.0,5.0,0.666491
17494,Mike's New Car,6.9,141.0,6.816147
17495,Without Warning,6.7,6.0,0.678068
17496,Almighty Thor,2.3,15.0,1.255939
17497,A Cottage on Dartmoor,8.2,5.0,0.46527700000000005
17498,The Smurfs,5.5,1201.0,10.219758
17499,Reparando,7.0,2.0,0.076471
17500,The Contestant,4.6,7.0,0.768621
17501,The Arrangement,4.3,11.0,1.3530719999999998
17502,Comanche Moon,4.9,5.0,0.51968
17503,Dead Man's Walk,6.3,3.0,0.228108
17504,Dylan Dog: Dead of Night,4.5,142.0,12.763976
17505,Angel of Mine,6.7,6.0,0.616537
17506,The Undefeated,1.9,5.0,0.187487
17507,Chromophobia,5.7,12.0,1.719597
17508,Friends with Benefits,6.5,2306.0,10.009007
17509,The Dust of Time,6.5,4.0,0.747628
17510,The Winner,0.0,0.0,0.0
17511,Exposed,4.0,3.0,0.8985700000000001
17512,Forbidden,6.1,5.0,0.37014
17513,3 Backyards,4.8,4.0,0.481907
17514,Small Town Murder Songs,5.0,17.0,1.226856
17515,Count Three and Pray,3.5,5.0,0.179491
17516,"Rally 'Round the Flag, Boys!",6.0,1.0,0.6688310000000001
17517,Paper Birds,6.1,12.0,0.9521959999999999
17518,Last Stop 174,7.3,38.0,2.813715
17519,Waking Madison,5.4,13.0,0.900425
17520,The Possession of David O'Reilly,4.4,9.0,0.630731
17521,Broken Sky,5.0,13.0,1.58991
17522,Alpha and Omega,5.3,125.0,8.16645
17523,The Caretakers,0.0,0.0,0.001353
17524,Tender Is the Night,0.0,0.0,0.235787
17525,Bikini Summer II,0.0,0.0,0.014866999999999998
17526,The Boy in Blue,4.3,6.0,0.625342
17527,Deadfall,3.1,14.0,1.1458059999999999
17528,"Summer Wishes, Winter Dreams",0.0,0.0,0.29099200000000003
17529,Lady Be Good,6.0,1.0,0.10770199999999999
17530,Eternally Yours,4.5,2.0,0.077341
17531,Legend of the Fist: The Return of Chen Zhen,6.0,73.0,6.183418
17532,Big City Blues,7.0,1.0,0.441939
17533,Lawyer Man,6.0,1.0,0.072534
17534,Blitz,6.0,496.0,9.491864999999999
17535,Pennies from Heaven,0.0,0.0,0.5884689999999999
17536,The Living and the Dead,7.0,14.0,2.006734
17537,She Cried No,3.8,6.0,0.447583
17538,Industrial Symphony No. 1: The Dream of the Brokenhearted,6.7,15.0,1.132574
17539,Our Beloved Month of August,7.0,8.0,0.866608
17540,The Autobiography of Nicolae Ceausescu,6.9,7.0,0.375066
17541,Mysteries of Lisbon,6.9,24.0,3.115988
17542,Oki's Movie,6.6,18.0,1.114075
17543,Welfare,6.0,4.0,0.229237
17544,FRED: The Movie,3.5,34.0,2.483323
17545,Four Bags Full,7.1,35.0,2.9895869999999998
17546,Emitaï,8.0,2.0,0.083761
17547,Me Too,6.1,7.0,1.090502
17548,Assassination,6.8,6.0,0.257222
17549,Messiah of Evil,6.7,31.0,2.268896
17550,Souls for Sale,7.5,2.0,0.21176
17551,The Yellow Sea,7.3,110.0,4.573242
17552,The Temptress,6.5,4.0,0.640994
17553,La nostra vita,6.0,42.0,3.4068
17554,Come Undone,5.6,28.0,2.08337
17555,Illusion Travels by Streetcar,5.7,7.0,0.282481
17556,Change of Address,6.3,14.0,0.8484370000000001
17557,"Help Me, Eros",5.1,7.0,0.525347
17558,The Eye Above the Well,7.0,2.0,0.12201500000000001
17559,Adopted,4.6,4.0,0.15900999999999998
17560,The Joyless Street,7.4,7.0,0.41845699999999997
17561,Rapt,6.1,14.0,1.613113
17562,Bear's Kiss,3.8,5.0,1.040661
17563,Cairo Station,7.3,14.0,0.561462
17564,Sweet Rush,8.0,3.0,0.40458299999999997
17565,The Blind Sunflowers,7.3,12.0,0.9674159999999999
17566,The Queen of Spades,5.3,11.0,1.05775
17567,Change of Plans,4.9,48.0,2.878098
17568,Our Idiot Brother,5.9,369.0,5.918193
17569,Edison Kinetoscopic Record of a Sneeze,4.7,12.0,0.312246
17570,Divine Horsemen: The Living Gods of Haiti,4.8,2.0,0.003553
17571,Almanya: Welcome to Germany,6.5,53.0,4.965281
17572,Sweet Mud,8.0,2.0,0.369258
17573,A Letter to Elia,7.8,4.0,0.49715
17574,Drive-In Horrorshow,5.0,3.0,0.112972
17575,Twixt,5.0,86.0,3.836293
17576,Princess Kaiulani,4.8,14.0,1.818296
17577,Anima Mundi,6.7,11.0,0.552794
17578,SUBWAYStories: Tales from the Underground,8.5,2.0,0.968414
17579,Death Race 2,5.5,323.0,11.086032000000001
17580,The Debt,5.5,5.0,0.5017149999999999
17581,Air Guitar Nation,6.4,7.0,0.7628590000000001
17582,Cyberbully,6.4,202.0,5.044201
17583,Beats Rhymes & Life: The Travels of A Tribe Called Quest,7.3,15.0,0.8389190000000001
17584,Wandering Streams,6.1,7.0,0.771145
17585,West Is West,6.3,15.0,0.7496649999999999
17586,Above Suspicion,6.0,11.0,4.741695
17587,Desperate Search,5.3,4.0,0.9655309999999999
17588,Rise of the Planet of the Apes,7.0,4452.0,41.613762
17589,Terri,6.6,44.0,2.69722
17590,The Magnificent Yankee,5.0,1.0,0.171711
17591,Happy New Year,2.8,3.0,0.941321
17592,Hide-Out,7.8,2.0,0.365873
17593,Shanks,5.7,5.0,1.096082
17594,Christmas Carol: The Movie,4.8,18.0,5.549395
17595,Coffin Rock,6.0,11.0,0.940153
17596,Strapped,3.0,2.0,0.23506300000000002
17597,Ponterosa,5.4,4.0,0.174596
17598,Tevye,5.0,1.0,0.075978
17599,The Change-Up,5.9,753.0,6.9061449999999995
17600,Sins of My Father,7.1,14.0,0.549618
17601,Cut-Throats Nine,6.8,5.0,0.24991
17602,The Yearling,5.3,3.0,0.437619
17603,The Help,7.9,1966.0,7.486117999999999
17604,30 Minutes or Less,5.6,537.0,9.763492999999999
17605,Fools in the Mountains,5.8,4.0,0.3528
17606,My Son John,4.5,3.0,0.13509100000000002
17607,Bulldog Drummond,6.3,3.0,0.721118
17608,The Merry Widow,5.0,1.0,0.662362
17609,High Time,5.8,2.0,0.7348
17610,There Goes My Heart,7.0,1.0,0.038042
17611,Glee: The Concert Movie,6.9,81.0,9.202416
17612,The Trotsky,6.5,32.0,1.517105
17613,Anthony Zimmer,6.5,51.0,4.10916
17614,The Richest Girl in the World,3.8,4.0,0.48248900000000006
17615,Just Imagine,3.0,3.0,0.160329
17616,An Invisible Sign,5.3,39.0,2.23481
17617,Gantz,6.5,73.0,3.533091
17618,Blues Harp,6.7,3.0,0.210358
17619,From Beijing with Love,7.3,24.0,2.278418
17620,The Lady Is Willing,4.5,3.0,0.286405
17621,Vision – From the Life of Hildegard von Bingen,6.3,4.0,1.021195
17622,El Bulli: Cooking in Progress,5.0,3.0,0.11976600000000001
17623,My Afternoons with Margueritte,7.2,59.0,4.730143
17624,Soloalbum,5.8,18.0,1.071716
17625,Final Destination 5,5.9,892.0,12.912491000000001
17626,"Lovely, Still",6.2,13.0,0.9312860000000001
17627,The Conspirator,6.2,138.0,5.481452
17628,A Very Harold & Kumar Christmas,6.0,335.0,10.724679
17629,The Young One,6.2,10.0,0.675926
17630,Michael the Brave,8.2,9.0,0.886381
17631,Missile to the Moon,3.7,3.0,0.565431
17632,Mr. Moto Takes a Chance,5.2,3.0,0.5391819999999999
17633,Mysterious Mr. Moto,5.1,4.0,1.282223
17634,Where Now Are the Dreams of Youth?,6.0,1.0,0.270456
17635,Loose Cannons,7.1,122.0,5.633243
17636,The Little Girl Who Conquered Time,6.3,4.0,0.011064000000000001
17637,Kaïrat,6.8,4.0,0.0005780000000000001
17638,Queen to Play,6.5,16.0,2.94798
17639,Laila,7.2,3.0,0.21623299999999998
17640,Suzanne's Diary for Nicholas,4.6,8.0,1.098311
17641,Carancho,6.5,36.0,1.9166290000000001
17642,Spy Kids: All the Time in the World,4.4,228.0,9.580214
17643,Recollections of the Yellow House,8.5,4.0,0.002001
17644,Super 8 Stories,4.4,4.0,0.377525
17645,Passing Fancy,6.7,3.0,0.6360210000000001
17646,What Did the Lady Forget?,6.8,4.0,0.428274
17647,Miranda,6.8,6.0,0.5784560000000001
17648,Elvira Madigan,5.8,10.0,2.327934
17649,Forest,6.8,4.0,0.169052
17650,Evil - In the Time of Heroes,5.4,6.0,0.22946999999999998
17651,Don't Be Afraid of the Dark,5.4,347.0,8.67817
17652,Fright Night,6.0,617.0,9.665251
17653,Another Earth,6.8,535.0,8.957372
17654,Pastoral: To Die in the Country,7.8,13.0,1.703513
17655,The Classic,6.0,2.0,0.964849
17656,Rocky VI,5.7,22.0,1.1396110000000002
17657,Hesher,6.7,218.0,5.886972
17658,The Cool School,5.0,3.0,0.10942
17659,Bolivia,7.5,6.0,0.217402
17660,Company: Original Cast Album,5.0,1.0,0.036891
17661,Cold Prey,6.3,91.0,5.319439
17662,American Boy: A Profile of: Steven Prince,7.0,4.0,0.21154299999999998
17663,Stake Land,6.2,290.0,7.814255
17664,The Greatest Movie Ever Sold,6.3,89.0,4.3981699999999995
17665,The Great White Silence,7.0,10.0,0.36117
17666,The Debt,6.2,261.0,8.426611
17667,Colombiana,6.5,848.0,8.062578
17668,Bill Cunningham New York,7.9,31.0,1.1723629999999998
17669,The Hireling,4.5,6.0,0.089317
17670,Street Scenes,0.0,0.0,5e-06
17671,Freakonomics,6.7,36.0,2.444847
17672,Puzzlehead,5.1,8.0,0.5827720000000001
17673,The Possession of Joel Delaney,5.9,8.0,1.4139389999999998
17674,The Kid from Brooklyn,6.5,4.0,0.430717
17675,The Last Frontier,5.6,8.0,0.758097
17676,Tight Spot,6.7,9.0,1.157943
17677,The Skin I Live In,7.4,797.0,9.782542
17678,The Messengers 2: The Scarecrow,5.1,47.0,4.171673999999999
17679,Boys,7.6,5.0,1.022163
17680,"The Birds, the Bees and the Italians",5.6,10.0,1.27765
17681,Backlight,6.8,12.0,1.072862
17682,The Lodger,5.5,42.0,5.995718
17683,Shadows & Lies,4.8,7.0,1.4086020000000001
17684,"Crosby, Stills & Nash: Long Time Comin'",0.0,0.0,8.8e-05
17685,Phil Ochs: There But for Fortune,0.0,0.0,0.014691999999999998
17686,Good Neighbours,6.0,32.0,8.90645
17687,The Winning Season,6.4,45.0,2.045782
17688,Conan the Barbarian,5.2,612.0,10.949076
17689,Dead Awake,4.3,12.0,1.058119
17690,Prom,5.7,139.0,6.1676459999999995
17691,Magic Trip,6.6,9.0,0.689448
17692,Stay Cool,4.7,21.0,1.6725290000000002
17693,Walled In,4.6,54.0,15.937320999999999
17694,Fierce Light: When Spirit Meets Action,0.0,0.0,0.0035299999999999997
17695,Strongman,8.0,2.0,0.083285
17696,Waiting for Forever,5.7,122.0,9.679653
17697,The Creation of the Humanoids,5.6,9.0,0.3624
17698,Future Cops,5.9,8.0,1.16345
17699,Tooth and Nail,4.3,15.0,4.019819999999999
17700,Face,7.5,4.0,0.73406
17701,Orders,6.5,7.0,0.002001
17702,The Story of Temple Drake,5.1,7.0,0.29489699999999996
17703,Project Nim,6.8,52.0,9.765195
17704,Escape,6.8,5.0,0.319927
17705,Fatherland,5.8,32.0,4.001812
17706,Simon Says,5.2,24.0,6.6241270000000005
17707,Chill,3.5,4.0,0.190974
17708,Birdemic: Shock and Terror,2.1,69.0,2.52968
17709,"Walking, Walking",0.0,0.0,0.5
17710,Whirlygirl,5.5,10.0,4.364247
17711,Woyzeck,8.3,3.0,0.226192
17712,Win/Win,4.5,3.0,0.352373
17713,Page Eight,6.8,63.0,5.3890199999999995
17714,The Inbetweeners Movie,6.2,341.0,5.747681
17715,The Old Man and the Sea,5.9,8.0,0.96425
17716,Time to Die,6.7,3.0,0.941923
17717,Dying at Grace,6.5,2.0,0.293094
17718,The Future,5.8,28.0,1.61744
17719,Richard III,0.0,1.0,0.05131
17720,Burning Secret,5.3,4.0,1.3510870000000001
17721,Love Ranch,6.0,21.0,4.753132
17722,Payment Deferred,4.5,2.0,0.528123
17723,The Interrupters,5.7,12.0,0.904932
17724,Ill Met by Moonlight,6.3,8.0,0.5159060000000001
17725,Red State,5.9,321.0,6.340655
17726,The Dark Side of the Heart,6.5,13.0,1.0861399999999999
17727,Les Misérables,7.0,13.0,1.5231649999999999
17728,Wooden Crosses,6.8,8.0,1.7303790000000001
17729,Short Sharp Shock,6.1,10.0,1.463414
17730,Chinese Take-Out,7.1,95.0,3.843784
17731,A Stranger's Heart,1.7,3.0,0.5995560000000001
17732,Restraint,6.1,45.0,3.9787510000000004
17733,A Better Life,7.0,54.0,3.0337970000000003
17734,Raging Phoenix,5.4,14.0,2.07265
17735,Ceremony,5.2,20.0,4.186599
17736,Sympathy for Delicious,6.5,10.0,7.058832000000001
17737,Wrecked,5.2,104.0,5.053905
17738,Korridoren,5.5,2.0,0.100913
17739,Pearl Jam: Twenty,8.1,35.0,2.6491849999999997
17740,I Don't Know How She Does It,5.0,142.0,6.562982000000001
17741,Two Cents Worth of Hope,4.0,3.0,0.43391499999999994
17742,Commandos Strike at Dawn,6.2,3.0,0.41148199999999996
17743,The Pleasure Seekers,5.3,2.0,0.16742200000000002
17744,The Kidnappers,7.0,3.0,0.502356
17745,That Lady in Ermine,6.1,8.0,0.8263719999999999
